name,region,province
Mtawelanga High School,Idutywa,Eastern Cape
Mtawelanga Junior Secondary School,Mthatha,Eastern Cape
Mtawelanga Senior Primary School,Engcobo,Eastern Cape
Mtayisa Junior Secondary School,Bizana,Eastern Cape
Mtebele Pjs School,Queenstown,Eastern Cape
Mtebele Senior Secondary School,Butterworth,Eastern Cape
Mtengwane Senior Secondary School,Qumbu,Eastern Cape
Mteteleli Junior Secondary School,Port St Johns,Eastern Cape
Mtetuvumile Junior Secondary School,Elliotdale,Eastern Cape
Mtetuvumile Senior Secondary School,Cofimvaba,Eastern Cape
Mthabisa Senior Primary School,Sterkspruit,Eastern Cape
Mthandeni Mabhele Junior Primary School,Maclear,Eastern Cape
Mthatha College Of Maths Science And Commerce,Umtata,Eastern Cape
Mthawelanga Junior Primary School,Whittlesea,Eastern Cape
Mthetho Senior Primary School,Idutywa,Eastern Cape
Mthombolwazi Junior Primary School,Flagstaff,Eastern Cape
Mthombowesizwe Primary School,Queenstown,Eastern Cape
Mthomde Junior Secondary School,Mthatha,Eastern Cape
Mthonjeni Primary School,Peddie,Eastern Cape
Mthonjeni Senior Primary School,Kwanobuhle,Eastern Cape
Mthonyama Senior Primary School,Queenstown,Eastern Cape
Mthonyameni Senior Primary School,Tsolo,Eastern Cape
Mthwa Junior Secondary School,Nqamakwe,Eastern Cape
Mthwaku Senior Secondary School,Stmatthews,Eastern Cape
Mtika Senior Primary School,Qumbu,Eastern Cape
Mtimbini Senior Primary School,Cofimvaba,Eastern Cape
Mtimde Junior Secondary School,Lusikisiki,Eastern Cape
Mtingwevu Junior Secondary School,Cofimvaba,Eastern Cape
Mtintsilana Junior Secondary School,Butterworth,Eastern Cape
Mtirara Senior Secondary School,Komani,Eastern Cape
Mtokwane Junior Secondary School,Willowvale,Eastern Cape
Mtombe Senior Secondary School,King Williams Town,Eastern Cape
Mtomboti Junior Secondary School,Idutywa,Eastern Cape
Mtondela Senior Primary School,Qumbu,Eastern Cape
Mtonjeni Junior Secondary School,Mqanduli,Eastern Cape
Mtonjeni Senior Primary School,Tabankulu,Eastern Cape
Mtontsasa Junior Secondary School,Flagstaff,Eastern Cape
Mtshabe Junior Secondary School,Tsomo,Eastern Cape
Mtshanyane Junior Secondary School,Tsomo,Eastern Cape
Mtshazi Junior Secondary School,Mount Frere,Eastern Cape
Mtshazi Senior Primary School,Idutywa,Eastern Cape
Mtshotshisa Junior Secondary School,Matatiele,Eastern Cape
Mtsila Junior Secondary School,Mount Frere,Eastern Cape
Mtsotso Junior Secondary School,Elliotdale,Eastern Cape
Mtukukazi Junior Secondary School,Ntabankulu,Eastern Cape
Mtunzi Pj School,Kentane,Eastern Cape
Mtunzi Tsolekile Public School,East London,Eastern Cape
Mtwakazi Primary School,Whittlesea,Eastern Cape
Mtwaku Junior Secondary School,Cofimvaba,Eastern Cape
Mtweni Senior Secondary School,Port St Johns,Eastern Cape
Mtyamde Junior Secondary School,Cofimvaba,Eastern Cape
Mtyana Public School,East London,Eastern Cape
Mtyintyini Junior Secondary School,Qamata,Eastern Cape
Mtyobo Public Primary School,Portalfred,Eastern Cape
Mtyolo Primary School,King Williams Town,Eastern Cape
Mtyu Junior Secondary School,Ngqeleni,Eastern Cape
Mubvumoni Primary School,King Williams Town,Eastern Cape
Muir College Boys High School,Uitenhage,Eastern Cape
Munyu Junior Secondary School,Idutywa,Eastern Cape
Musa Primary School,Whittlesea,Eastern Cape
Musong Junior Secondary School,Sterkspruit,Eastern Cape
Mvalweni Junior Secondary School,Mount Ayliff,Eastern Cape
Mvelase Junior Secondary School,Tsomo,Eastern Cape
Mvelelo Senior Primary School,Port St Johns,Eastern Cape
Mvenyane Junior Secondary School,Cedarville,Eastern Cape
Mvenyane Senior Secondary School,Matatiele,Eastern Cape
Mvezo Junior Secondary School,Mthatha,Eastern Cape
Mvimvane Junior Secondary School,Tabankulu,Eastern Cape
Mvubu Primary School,Lusikisiki,Eastern Cape
Mvulankulu Senior Primary School,Mthatha,Eastern Cape
Mvume Springs Senior Primary School,Port St Johns,Eastern Cape
Mvumelwano Junior Primary School,Kentani,Eastern Cape
Mvumelwano Junior Secondary School,Qumbu,Eastern Cape
Mvumelwano Primary School,Cala,Eastern Cape
Mvumelwano Senior Primary School,Mount Frere,Eastern Cape
Mvumvu Junior Secondary School,Mount Frere,Eastern Cape
Mvuzi Junior Secondary School,Mount Frere,Eastern Cape
Mvuzo Junior Secondary School,Cofimvaba,Eastern Cape
Mwaca Junior Secondary School,Mount Frere,Eastern Cape
Mweli'S Junior Secondary School,Nqamakwe,Eastern Cape
Mwelo Junior Secondary School,Flagstaff,Eastern Cape
Mwezeni Senior Primary School,Elliotdale,Eastern Cape
Mxaka Senior Primary School,Nqamakwe,Eastern Cape
Mxambuli Junior Secondary School,Mthatha,Eastern Cape
Mxamli Junior Primary School,Middledrift,Eastern Cape
Mxesibe Hospital Senior Primary School,Engcobo,Eastern Cape
Mxhalanga Primary School,King Williams Town,Eastern Cape
Mxhume Junior Secondary School,Lusikisiki,Eastern Cape
Mxokozeli Senior Primary School,Sterkspruit,Eastern Cape
Mxokozweni Junior Secondary School,Flagstaff,Eastern Cape
Mxolisi Public School,East London,Eastern Cape
Mxumbu Primary School,Middledrift,Eastern Cape
Myengwa Junior Secondary School,Mount Ayliff,Eastern Cape
Myolwa Primary School,Lusikisiki,Eastern Cape
Mzamba  Senior Secondary School,Bizana,Eastern Cape
Mzambana Senior Primary School,Bizana,Eastern Cape
Mzameni Senior Primary School,Flagstaff,Eastern Cape
Mzamo,Lady Frere,Eastern Cape
Mzamo Junior Primary School,Elliotdale,Eastern Cape
Mzamo Junior Secondary School,Cala,Eastern Cape
Mzamo Senior Primary School,Mount Frere,Eastern Cape
Mzamo Senior Secondary School,Komani,Eastern Cape
Mzamomhle H School,Whittlesea,Eastern Cape
Mzamomhle Junior Primary School,Indwe,Eastern Cape
Mzamomhle Primary School,Hofmeyer,Eastern Cape
Mzamomhle Senior Secondary School,Nqamakwe,Eastern Cape
Mzamomhle-Jojo Junior Secondary School,Ladyfrere,Eastern Cape
Mzamowethu Public School,Gonubie,Eastern Cape
Mzantsi Primary School,King Williams Town,Eastern Cape
Mzantsi Senior Primary School,Butterworth,Eastern Cape
Mzawuthethi Junior Primary School,Tabankulu,Eastern Cape
Mzazi Senior Primary School,Butterworth,Eastern Cape
Mzikayise Dalasile Senior Secondary School,Engcobo,Eastern Cape
Mzimhlophe Primary School,Tabankulu,Eastern Cape
Mzimhlophe Public Primary School,Algoa Park,Eastern Cape
Mzimkhulu Junior Primary School,Burgersdorp,Eastern Cape
Mzimkulu Junior Secondary School,Idutywa,Eastern Cape
Mzimkulu Senior Primary School,East London,Eastern Cape
Mzimtsha Junior Primary School,Mthatha,Eastern Cape
Mzimvubu Junior Secondary School,Mthatha,Eastern Cape
Mzimvubu Secondary S School,Cofimvaba,Eastern Cape
Mzingisi Junior Primary School,Mdantsane,Eastern Cape
Mzingisi Junior Secondary School,Qumbu,Eastern Cape
Mzingisi Primary School,Humansdorp,Eastern Cape
Mzinjane Senior Primary School,Butterworth,Eastern Cape
Mzinto Junior Secondary School,Mount Frere,Eastern Cape
Mzintshane Primary School,King Williams Town,Eastern Cape
Mziteni Junior Secondary School,Butterworth,Eastern Cape
Mziwemfundo Junior Secondary School,Alicedale,Eastern Cape
Mziwodumo Junior Secondary School,Umtata,Eastern Cape
Mziwoxolo Junior Primary School,Mount Frere,Eastern Cape
Mzizangwa Junior Secondary School,Lusikisiki,Eastern Cape
Mzoboshe Senior Primary School,Qumbu,Eastern Cape
Mzokhanyo High School,East London,Eastern Cape
Mzomhle Junior Primary School,Queenstown,Eastern Cape
Mzomhle Junior Secondary School,Mqanduli,Eastern Cape
Mzomhle Senior Secondary School,Sterkspruit,Eastern Cape
Mzomncane Junior Primary School,Grahamstown,Eastern Cape
Mzomtsha High School,King Williams Town,Eastern Cape
Mzomtsha Junior Primary School,Idutywa,Eastern Cape
Mzomtsha Primary School,Port Elizabeth,Eastern Cape
Mzondeki Junior Secondary School,Sterkspruit,Eastern Cape
Mzongwana Junior Secondary School,Matatiele,Eastern Cape
Mzonkeshe Public School,East London,Eastern Cape
Mzontsundu Junior Primary School,Flagstaff,Eastern Cape
Mzontsundu Secondary School,Port Elizabeth,Eastern Cape
Mzontsundu Senior Secondary School,King Williams Town,Eastern Cape
Mzoxolo Senior Primary School,East London,Eastern Cape
Mzuxolile High School,Peddie,Eastern Cape
Mzuzanto Senior Primary School,Qumbu,Eastern Cape
Mzuzile Senior Primary School,Mount Frere,Eastern Cape
Mzwakazi Junior Secondary School,Tabankulu,Eastern Cape
Mzwini Secondary School,East London,Eastern Cape
N V Cewu Public Primary School,Grahamstown,Eastern Cape
Nabileyo Senior Primary School,Idutywa,Eastern Cape
Nakani Primary School,King Williams Town,Eastern Cape
Nakazana Junior Secondary School,Willowvale,Eastern Cape
Naki Junior Secondary School,Idutywa,Eastern Cape
Naledi Junior Primary School,Mount Fletcher,Eastern Cape
Naledi Junior Secondary School,Matatiele,Eastern Cape
Nangamso Secondary School,Bisho,Eastern Cape
Nangkos Primary Farm School,Alexandria,Eastern Cape
Nangu Primary School,Alicedale,Eastern Cape
Naniso Junior Primary Schoo,Queenstown,Eastern Cape
Narsingstreet Public Primary School,Graaff-Reinet,Eastern Cape
Nasruddin Islamic High School,Port Elizabeth,Eastern Cape
Nasruddin Islamic Primary School,Port Elizabeth,Eastern Cape
Nasruddin Islamic School,Uitenhage,Eastern Cape
Natala Junior Secondary School,Kentane,Eastern Cape
Nathaniel Nyaluza Senior Secondary School,Grahamstown,Eastern Cape
Nathaniel Pamla High School,Peddie,Eastern Cape
Natlane Sekonyela Senior Primary School,Mount Fletcher,Eastern Cape
Navar Farm School,Elliotdale,Eastern Cape
Nazareth Senior Primary School,Mount Frere,Eastern Cape
Nazruddin,Port Elizabeth,Eastern Cape
Ncala Junior Primary School,Peddie,Eastern Cape
Ncalukeni Junior Primary School,Ladyfrere,Eastern Cape
Ncalukeni Senior Primary School,Kentane,Eastern Cape
Ncambedlana Junior Secondary School,Mthatha,Eastern Cape
Ncambele Junior Secondary School,Mthatha,Eastern Cape
Ncanywa Junior Primary School,Matatiele,Eastern Cape
Ncapai Junior Secondary School,Mount Frere,Eastern Cape
Nceba Public School,Molteno,Eastern Cape
Ncedana Junior Secondary School,Willowvale,Eastern Cape
Ncedisizwe Senior Secondary School,Kentani,Eastern Cape
Ncedo Secondary School,Motherwell,Eastern Cape
Ncedolwethu Senior Secondary School,Peddie,Eastern Cape
Ncekana Junior Secondary School,Mqanduli,Eastern Cape
Ncembu Junior Secondary School,Ugie,Eastern Cape
Ncemeni Senior Primary School,Qumbu,Eastern Cape
Ncemera Junior Primary School,King Williams Town,Eastern Cape
Ncenjana Junior Primary School,Butterworth,Eastern Cape
Ncenjane Junior Primary School,Izingolweni,Eastern Cape
Ncera Intermediate School,East London,Eastern Cape
Ncera Primary School,Alicedale,Eastern Cape
Ncerana Junior Secondary School,Kentani,Eastern Cape
Ncerezantsi Primary School,Alicedale,Eastern Cape
Nchafatso Primary School,Aliwal North,Eastern Cape
Ncihana Junior Secondary School,Elliotdale,Eastern Cape
Ncincinikwe Junior Secondary School,Nqamakwe,Eastern Cape
Nciniba Junior Secondary School,Mount Frere,Eastern Cape
Ncipizeni Junior Secondary School,Libode,Eastern Cape
Ncise Junior Secondary School,Mthatha,Eastern Cape
Ncisininde Junior Secondary School,Nqamakwe,Eastern Cape
Ncitshane Junior Primary School,Tsolo,Eastern Cape
Ncome Junior Secondary School,Mount Frere,Eastern Cape
Ncora Flats Pj School,Ncora,Eastern Cape
Ncoti Junior Secondary School,Qumbu,Eastern Cape
Ncumbe Junior Secondary School,Mount Frere,Eastern Cape
Ncuncuzo Senior Secondary School,Cofimvaba,Eastern Cape
Ncura Senior Secondary School,Bizana,Eastern Cape
Ncwana Senior Primary School,Tsomo,Eastern Cape
Ndabakazi Junior Secondary School,Butterworth,Eastern Cape
Ndabankulu Junior Secondary School,Flagstaff,Eastern Cape
Ndabankulu Senior Primary School,Port St Johns,Eastern Cape
Ndabankulu Senior Secondary School,Butterworth,Eastern Cape
Ndabazandile Senior Secondary School,Peddie,Eastern Cape
Ndakana Junior Secondary School,Nqamakwe,Eastern Cape
Ndakana Primary School,Stutterheim,Eastern Cape
Ndakana Senior Primary School,Mount Frere,Eastern Cape
Ndakeni Junior Secondary School,Mount Ayliff,Eastern Cape
Ndalata Senior Primary School,Elliotdale,Eastern Cape
Ndaliso Senior Secondary School,Flagstaff,Eastern Cape
Ndamase Senior Secondary School,Mthatha,Eastern Cape
Ndarala Junior Secondary School,Kokstad,Eastern Cape
Ndasana Junior Secondary School,Qumbu,Eastern Cape
Ndayini Junior Primary School,Flagstaff,Eastern Cape
Ndayini Senior Primary School,Lusikisiki,Eastern Cape
Ndema Senior Secondary School,Tsomo,Eastern Cape
Ndengane Senior Primary School,Lusikiski,Eastern Cape
Ndenxa Junior Secondary School,Nqamakwe,Eastern Cape
Ndesi Junior Secondary School,Idutywa,Eastern Cape
Ndevana Higher Primary School,King Williams Town,Eastern Cape
Ndevu Junior Secondary School,Port St Johns,Eastern Cape
Ndevuzibomvu Junior Secondary School,Kentane,Eastern Cape
Ndibela Junior Secondary School,Mthatha,Eastern Cape
Ndile Senior Primary School,Tabankulu,Eastern Cape
Ndileka Primary School,Zwelitsha,Eastern Cape
Ndimakude Junior Secondary School,Ngqeleni,Eastern Cape
Ndimangeni Junior Secondary School,Queenstown,Eastern Cape
Ndimbaneni Senior Primary School,Lusikisiki,Eastern Cape
Ndindimeni Junior Secondary School,Ngqeleni,Eastern Cape
Ndindindi Senior Primary School,Lusikisiki,Eastern Cape
Ndindwa Primary School,King Williams Town,Eastern Cape
Ndingishe Junior Secondary School,Sterkspruit,Eastern Cape
Ndinomntu Senior Primary School,Bizana,Eastern Cape
Ndlambe Primary School,Peddie,Eastern Cape
Ndlangisa Junior Secondary School,Cofimvaba,Eastern Cape
Ndlantaka Junior Secondary School,Ntabankulu,Eastern Cape
Ndlelantle Junior Primary School,Qumbu,Eastern Cape
Ndlovayiphathwa Senior Primary School,Libode,Eastern Cape
Ndlovimile Junior Secondary School,Bizana,Eastern Cape
Ndlovini Primary School,King Williams Town,Eastern Cape
Ndlovukazi Public H School,Queenstown,Eastern Cape
Ndlovura Primary School,Middledrift,Eastern Cape
Ndlumbini Junior Secondary School,Port St Johns,Eastern Cape
Ndlunkulu Junior Secondary School,Tsomo,Eastern Cape
Ndluzula Junior Primary School,Port St Johns,Eastern Cape
Ndobe Senior Primary School,Engcobo,Eastern Cape
Ndofela Junior Secondary School,Sterkspruit,Eastern Cape
Ndonga Junior Secondary School,Ladyfrere,Eastern Cape
Ndoqa Junior Secondary School,Kentane,Eastern Cape
Ndotshanga Senior Primary School,Butterworth,Eastern Cape
Nduku Junior Secondary School,Willowvale,Eastern Cape
Ndukumbana Junior Primary School,King Williams Town,Eastern Cape
Ndumndum Junior Secondary School,Kokstad,Eastern Cape
Ndumngela Senior Primary School,Engcobo,Eastern Cape
Ndunge Junior Secondary School,Bizana,Eastern Cape
Ndungunya Junior Secondary School,Sterkspruit,Eastern Cape
Ndwalane Senior Primary School,Lusikisiki,Eastern Cape
Ndwana Junior Secondary School,Tabankulu,Eastern Cape
Ndwane Junior Secondary School,Qumbu,Eastern Cape
Ndwayana Primary School,Peddie,Eastern Cape
Ndyebo Ntsaluba Secondary School,Tsomo,Eastern Cape
Ndyebo Senior Secondary School,Port Elizabeth,Eastern Cape
Ndzondelelo High School,Port Elizabeth,Eastern Cape
Ndzondelelo Junior Primary School,Queenstown,Eastern Cape
Ndzondelelo Junior Secondary School,Queenstown,Eastern Cape
Ndzondweni Junior Primary School,Matatiele,Eastern Cape
Ndzongiseni Junior Secondary School,Mount Ayliff,Eastern Cape
Ndzuluka Primary School,Libode,Eastern Cape
Ndzululwazi Senior Secondary School,Mount Frere,Eastern Cape
Nelson Sigcau Junior Secondary School,Flagstaff,Eastern Cape
Nessie Knight Hospital School,Sulenkama,Eastern Cape
New Brighton Sda Primary School,Port Elizabeth,Eastern Cape
New Generations Primary School,East London,Eastern Cape
New Hope Combined School,Whittlesea,Eastern Cape
New Horizon Primary School,Cala,Eastern Cape
Newell Public H School,Port Elizabeth,Eastern Cape
Newton (Ucc) Primary School,Fort Beaufort,Eastern Cape
Newton Park Primary School,Port Elizabeth,Eastern Cape
Newton Tech High School,Port Elizabeth,Eastern Cape
Ngadla Junior Secondary School,Willowvale,Eastern Cape
Ngalonkulu Senior Secondary School,Mbizana,Eastern Cape
Ngangamanzi Junior Secondary School,Indwe,Eastern Cape
Ngangelizwe,Mthatha,Eastern Cape
Ngangelizwe Senior Secondary School,Umtata,Eastern Cape
Ngangendlovu Senior Primary School,Willowvale,Eastern Cape
Ngangenyati Primary School,Engcobo,Eastern Cape
Ngangenyati Senior Primary School,Mthatha,Eastern Cape
Ngangolwandle Senior Secondary School,Elliotdale,Eastern Cape
Ngangomhlaba Junior Secondary School,Ladyfrere,Eastern Cape
Ngaqangana Junior Secondary School,Mount Fletcher,Eastern Cape
Ngavungavu Junior Secondary School,Libode,Eastern Cape
Ngcabasa Primary School,Debenek,Eastern Cape
Ngcabhela Junior Secondary School,Tabankulu,Eastern Cape
Ngcaca Junior Secondary School,Cofimvaba,Eastern Cape
Ngcacu Pjs School,Engcobo,Eastern Cape
Ngcaka Junior Secondary School,Lusikisiki,Eastern Cape
Ngcamama Intermediate School,East London,Eastern Cape
Ngcanasini Junior Secondary School,Mqanduli,Eastern Cape
Ngcataru Junior Secondary School,Engcobo,Eastern Cape
Ngcele Junior Secondary School,Maclear,Eastern Cape
Ngcendese Junior Secondary School,Mthatha,Eastern Cape
Ngcenduna Junior Secondary School,Mqanduli,Eastern Cape
Ngceza Junior Primary School,Tsomo,Eastern Cape
Ngcingo Junior Secondary School,Bizana,Eastern Cape
Ngcolokeni Junior Secondary School,Qumbu,Eastern Cape
Ngcongco Junior Secondary School,Nyandeni,Eastern Cape
Ngcozana Senior Primary School,Mount Frere,Eastern Cape
Ngcuka Junior Secondary School,Ladyfrere,Eastern Cape
Ngcungeni Junior Secondary School,Flagstaff,Eastern Cape
Ngcwala Junior Secondary School,Mthatha,Eastern Cape
Ngcwanguba Junior Secondary School,Mqanduli,Eastern Cape
Ngcwengana Junior Primary School,Matatiele,Eastern Cape
Ngcwengxa Primary School,Fort Beaufort,Eastern Cape
Ngele Junior Secondary School,Bizana,Eastern Cape
Ngele Primary School,Middledrift,Eastern Cape
Ngibe Senior Primary School,Lusikisiki,Eastern Cape
Ngidini Senior Primary School,Nyandeni,Eastern Cape
Nginza Senior Primary School,Mqanduli,Eastern Cape
